order_id,courier_id,zone_id,date_id,delivery_date,scheduled_hour,distance_km,sla_target_minutes,actual_time_minutes,delivery_status,failure_reason_id,attempt_number,sla_breached
ORD-03708,5,6,270,2024-09-26,16,6.68,90,35,Delivered,,1,False
ORD-03709,39,9,328,2024-11-23,8,12.61,90,48,Delivered,,1,False
ORD-03710,39,8,627,2025-09-18,19,13.98,90,46,Delivered,,1,False
ORD-03711,34,8,101,2024-04-10,15,10.14,90,52,Delivered,,2,False
ORD-03712,8,7,554,2025-07-07,12,21.75,90,71,Delivered,,1,False
ORD-03713,7,7,394,2025-01-28,18,14.82,90,44,Delivered,,1,False
ORD-03714,32,5,228,2024-08-15,19,14.89,75,86,Delivered,,1,True
ORD-03715,18,4,362,2024-12-27,11,20.82,75,189,Delivered,,1,True
ORD-03716,28,3,238,2024-08-25,10,7.28,75,41,Delivered,,1,False
ORD-03717,38,10,448,2025-03-23,11,10.74,90,59,Delivered,,1,False
ORD-03718,40,8,330,2024-11-25,17,4.73,90,31,Delivered,,1,False
ORD-03719,17,3,135,2024-05-14,18,20.15,75,99,Delivered,,1,True
ORD-03720,9,1,98,2024-04-07,11,7.25,75,44,Delivered,,1,False
ORD-03721,35,3,408,2025-02-11,9,15.52,75,59,Delivered,,2,False
ORD-03722,2,11,678,2025-11-08,17,15.26,75,156,Failed,3.0,1,
ORD-03723,35,2,271,2024-09-27,11,2.44,75,17,Delivered,,1,False
ORD-03724,40,10,552,2025-07-05,13,14.37,90,127,Delivered,,1,True
ORD-03725,38,8,495,2025-05-09,18,12.52,90,60,Delivered,,1,False
ORD-03726,29,1,695,2025-11-25,16,2.65,75,27,Delivered,,1,False
ORD-03727,38,5,619,2025-09-10,18,17.18,75,95,Failed,5.0,1,
ORD-03728,5,9,425,2025-02-28,18,6.14,90,40,Delivered,,1,False
ORD-03729,35,3,494,2025-05-08,10,21.9,75,68,Delivered,,1,False
ORD-03730,23,9,676,2025-11-06,13,20.7,90,110,Delivered,,1,True
ORD-03731,29,9,311,2024-11-06,12,15.63,90,86,Failed,8.0,2,
ORD-03732,17,9,258,2024-09-14,9,3.58,90,15,Delivered,,1,False
ORD-03733,6,3,10,2024-01-10,17,10.27,75,46,Delivered,,1,False
ORD-03734,20,10,624,2025-09-15,12,14.73,90,86,Delivered,,1,False
ORD-03735,6,3,604,2025-08-26,13,16.19,75,109,Delivered,,1,True
ORD-03736,38,5,89,2024-03-29,17,17.99,75,104,Delivered,,1,True
ORD-03737,36,9,433,2025-03-08,10,8.87,90,28,Delivered,,1,False
ORD-03738,38,11,346,2024-12-11,19,12.1,75,74,Delivered,,1,False
ORD-03739,4,5,100,2024-04-09,9,20.88,75,93,Delivered,,1,True
ORD-03740,8,5,721,2025-12-21,18,20.01,75,57,Delivered,,1,False
ORD-03741,28,2,173,2024-06-21,12,18.36,75,112,Delivered,,1,True
ORD-03742,36,11,60,2024-02-29,11,2.28,75,19,Delivered,,1,False
ORD-03743,36,9,447,2025-03-22,11,7.25,90,29,Delivered,,1,False
ORD-03744,7,8,557,2025-07-10,14,12.88,90,50,Delivered,,1,False
ORD-03745,26,3,29,2024-01-29,11,20.61,75,102,Delivered,,1,True
ORD-03746,27,12,495,2025-05-09,15,16.56,75,120,Delivered,,1,True
ORD-03747,25,9,395,2025-01-29,11,13.89,90,74,Delivered,,1,False
ORD-03748,28,1,88,2024-03-28,11,5.61,75,55,Delivered,,1,False
ORD-03749,5,8,141,2024-05-20,8,10.52,90,41,Delivered,,1,False
ORD-03750,25,3,427,2025-03-02,10,15.29,75,93,Delivered,,1,True
ORD-03751,16,11,235,2024-08-22,12,2.44,75,16,Delivered,,1,False
ORD-03752,1,9,698,2025-11-28,19,9.94,90,36,Delivered,,1,False
ORD-03753,18,9,618,2025-09-09,12,6.34,90,27,Delivered,,1,False
ORD-03754,40,1,723,2025-12-23,18,21.92,75,243,Delivered,,1,True
ORD-03755,26,8,207,2024-07-25,10,3.29,90,15,Delivered,,1,False
ORD-03756,39,10,715,2025-12-15,9,16.25,90,83,Delivered,,1,False
ORD-03757,5,2,329,2024-11-24,11,17.63,75,122,Delivered,,1,True
ORD-03758,8,10,274,2024-09-30,18,13.79,90,68,Delivered,,1,False
ORD-03759,39,11,45,2024-02-14,17,17.53,75,171,Delivered,,1,True
ORD-03760,27,2,47,2024-02-16,11,13.39,75,119,Delivered,,1,True
ORD-03761,1,6,521,2025-06-04,10,8.42,90,51,Delivered,,2,False
ORD-03762,7,7,344,2024-12-09,12,20.52,90,94,Delivered,,1,True
ORD-03763,11,6,182,2024-06-30,18,17.69,90,66,Delivered,,1,False
ORD-03764,32,3,462,2025-04-06,11,5.85,75,26,Delivered,,2,False
ORD-03765,13,12,202,2024-07-20,11,14.52,75,77,Delivered,,1,True
ORD-03766,27,7,434,2025-03-09,17,17.73,90,77,Delivered,,1,False
ORD-03767,31,12,283,2024-10-09,9,11.01,75,50,Delivered,,2,False
ORD-03768,35,11,621,2025-09-12,8,21.85,75,176,Delivered,,1,True
ORD-03769,1,7,619,2025-09-10,13,2.23,90,15,Delivered,,1,False
ORD-03770,18,2,354,2024-12-19,12,8.07,75,51,Delivered,,1,False
ORD-03771,7,4,277,2024-10-03,17,18.17,75,152,Delivered,,1,True
ORD-03772,26,11,285,2024-10-11,12,6.8,75,52,Delivered,,1,False
ORD-03773,40,11,607,2025-08-29,13,6.34,75,88,Delivered,,1,True
ORD-03774,38,7,260,2024-09-16,15,11.8,90,44,Delivered,,1,False
ORD-03775,33,7,169,2024-06-17,14,10.02,90,37,Delivered,,1,False
ORD-03776,6,6,74,2024-03-14,12,9.41,90,56,Delivered,,1,False
ORD-03777,4,2,348,2024-12-13,10,14.51,75,122,Delivered,,1,True
ORD-03778,12,1,356,2024-12-21,17,7.52,75,37,Delivered,,1,False
ORD-03779,24,4,634,2025-09-25,15,9.06,75,58,Delivered,,1,False
ORD-03780,3,6,178,2024-06-26,9,14.39,90,122,Failed,1.0,1,
ORD-03781,4,4,299,2024-10-25,17,6.5,75,35,Delivered,,1,False
ORD-03782,36,7,610,2025-09-01,10,11.8,90,32,Delivered,,1,False
ORD-03783,9,2,621,2025-09-12,13,16.45,75,108,Delivered,,1,True
ORD-03784,39,1,303,2024-10-29,12,13.69,75,112,Failed,7.0,1,
ORD-03785,37,5,344,2024-12-09,17,21.16,75,146,Delivered,,1,True
ORD-03786,38,5,240,2024-08-27,10,20.07,75,77,Delivered,,1,True
ORD-03787,25,11,695,2025-11-25,17,5.55,75,40,Delivered,,1,False
ORD-03788,36,10,100,2024-04-09,12,15.99,90,109,Delivered,,1,True
ORD-03789,21,7,696,2025-11-26,11,5.33,90,19,Delivered,,1,False
ORD-03790,20,6,515,2025-05-29,12,16.8,90,180,Delivered,,1,True
ORD-03791,29,6,394,2025-01-28,13,14.76,90,162,Delivered,,1,True
ORD-03792,20,6,30,2024-01-30,19,8.57,90,64,Delivered,,1,False
ORD-03793,39,1,353,2024-12-18,12,12.63,75,75,Delivered,,1,False
ORD-03794,24,5,316,2024-11-11,17,1.53,75,15,Delivered,,1,False
ORD-03795,9,11,132,2024-05-11,10,16.91,75,184,Delivered,,1,True
ORD-03796,19,1,494,2025-05-08,9,8.57,75,66,Delivered,,1,False
ORD-03797,39,6,716,2025-12-16,11,8.88,90,34,Failed,3.0,1,
ORD-03798,28,3,422,2025-02-25,17,4.04,75,18,Failed,5.0,2,
ORD-03799,29,7,539,2025-06-22,19,1.69,90,15,Delivered,,1,False
ORD-03800,31,5,61,2024-03-01,12,12.06,75,74,Delivered,,1,False
ORD-03801,5,7,321,2024-11-16,8,2.69,90,15,Delivered,,1,False
ORD-03802,7,2,98,2024-04-07,12,8.66,75,72,Delivered,,1,False
ORD-03803,17,9,460,2025-04-04,17,8.91,90,37,Delivered,,1,False
ORD-03804,4,1,698,2025-11-28,16,19.08,75,167,Delivered,,2,True
ORD-03805,26,8,498,2025-05-12,16,9.5,90,44,Delivered,,1,False
ORD-03806,6,3,68,2024-03-08,14,6.71,75,32,Delivered,,1,False
ORD-03807,29,1,280,2024-10-06,19,2.66,75,22,Delivered,,1,False
ORD-03808,27,5,411,2025-02-14,17,17.0,75,94,Delivered,,1,True
ORD-03809,5,3,313,2024-11-08,16,10.11,75,37,Delivered,,1,False
ORD-03810,14,9,629,2025-09-20,11,5.64,90,18,Delivered,,1,False
ORD-03811,31,6,614,2025-09-05,11,11.37,90,77,Delivered,,1,False
ORD-03812,25,9,460,2025-04-04,9,20.95,90,93,Delivered,,1,True
ORD-03813,11,6,294,2024-10-20,20,13.8,90,67,Delivered,,1,False
ORD-03814,9,2,204,2024-07-22,15,12.08,75,120,Delivered,,1,True
ORD-03815,33,6,90,2024-03-30,18,5.71,90,22,Delivered,,1,False
ORD-03816,18,1,280,2024-10-06,8,15.28,75,111,Failed,1.0,1,
ORD-03817,19,11,319,2024-11-14,13,6.65,75,51,Failed,3.0,2,
ORD-03818,8,3,509,2025-05-23,19,5.04,75,24,Delivered,,1,False
ORD-03819,29,5,495,2025-05-09,16,11.39,75,65,Delivered,,1,False
ORD-03820,32,11,63,2024-03-03,19,21.47,75,111,Delivered,,1,True
ORD-03821,6,8,309,2024-11-04,12,20.99,90,94,Delivered,,1,True
ORD-03822,14,4,148,2024-05-27,15,17.81,75,92,Delivered,,1,True
ORD-03823,11,8,129,2024-05-08,10,10.8,90,49,Delivered,,1,False
ORD-03824,36,9,624,2025-09-15,12,19.87,90,69,Delivered,,1,False
ORD-03825,31,6,38,2024-02-07,16,5.58,90,37,Delivered,,1,False
ORD-03826,5,10,322,2024-11-17,16,19.96,90,93,Delivered,,1,True
ORD-03827,17,6,137,2024-05-16,16,14.87,90,113,Failed,5.0,1,
ORD-03828,15,6,664,2025-10-25,16,13.06,90,69,Delivered,,1,False
ORD-03829,18,10,417,2025-02-20,18,21.32,90,179,Delivered,,1,True
ORD-03830,20,1,186,2024-07-04,8,16.44,75,141,Delivered,,1,True
ORD-03831,7,9,368,2025-01-02,9,15.23,90,79,Delivered,,1,False
ORD-03832,31,9,551,2025-07-04,11,6.52,90,37,Failed,3.0,2,
ORD-03833,18,5,709,2025-12-09,11,15.51,75,77,Delivered,,1,True
ORD-03834,17,5,177,2024-06-25,12,13.77,75,62,Delivered,,1,False
ORD-03835,35,6,669,2025-10-30,15,13.74,90,67,Delivered,,1,False
ORD-03836,14,8,696,2025-11-26,16,16.17,90,83,Delivered,,1,False
ORD-03837,21,4,686,2025-11-16,15,6.83,75,27,Delivered,,1,False
ORD-03838,30,9,478,2025-04-22,13,15.05,90,84,Delivered,,1,False
ORD-03839,25,10,474,2025-04-18,14,15.93,90,139,Delivered,,1,True
ORD-03840,34,9,313,2024-11-08,16,9.55,90,44,Delivered,,1,False
ORD-03841,39,1,568,2025-07-21,11,6.72,75,33,Delivered,,1,False
ORD-03842,9,8,394,2025-01-28,9,15.7,90,61,Delivered,,1,False
ORD-03843,9,5,510,2025-05-24,12,20.72,75,125,Delivered,,1,True
ORD-03844,39,9,327,2024-11-22,16,19.08,90,102,Delivered,,1,True
ORD-03845,12,5,551,2025-07-04,10,9.88,75,57,Delivered,,1,False
ORD-03846,15,10,622,2025-09-13,13,4.74,90,17,Delivered,,1,False
ORD-03847,37,2,121,2024-04-30,10,17.59,75,100,Delivered,,1,True
ORD-03848,36,8,628,2025-09-19,8,21.76,90,88,Delivered,,1,False
ORD-03849,37,4,402,2025-02-05,20,16.95,75,95,Delivered,,1,True
ORD-03850,4,12,638,2025-09-29,14,15.31,75,77,Delivered,,1,True
ORD-03851,10,2,329,2024-11-24,9,18.68,75,98,Failed,4.0,2,
ORD-03852,2,2,298,2024-10-24,15,6.1,75,34,Delivered,,1,False
ORD-03853,25,2,685,2025-11-15,9,11.37,75,60,Delivered,,1,False
ORD-03854,39,11,200,2024-07-18,17,16.45,75,101,Delivered,,1,True
ORD-03855,31,12,637,2025-09-28,12,8.52,75,44,Delivered,,1,False
ORD-03856,19,4,358,2024-12-23,12,7.34,75,36,Failed,5.0,2,
ORD-03857,36,5,379,2025-01-13,18,5.17,75,15,Delivered,,1,False
ORD-03858,6,10,244,2024-08-31,13,8.23,90,41,Delivered,,1,False
ORD-03859,18,7,430,2025-03-05,16,12.62,90,49,Delivered,,1,False
ORD-03860,9,4,257,2024-09-13,11,17.69,75,83,Delivered,,1,True
ORD-03861,38,6,36,2024-02-05,17,10.35,90,63,Failed,3.0,2,
ORD-03862,2,8,217,2024-08-04,17,21.31,90,97,Delivered,,1,True
ORD-03863,1,6,6,2024-01-06,17,21.73,90,107,Delivered,,1,True
ORD-03864,38,7,719,2025-12-19,12,2.13,90,15,Delivered,,1,False
ORD-03865,3,7,713,2025-12-13,12,9.6,90,24,Delivered,,1,False
ORD-03866,28,5,309,2024-11-04,9,3.49,75,19,Delivered,,1,False
ORD-03867,26,6,549,2025-07-02,11,8.43,90,42,Delivered,,1,False
ORD-03868,15,5,273,2024-09-29,8,7.57,75,38,Delivered,,1,False
ORD-03869,7,7,505,2025-05-19,14,7.69,90,37,Delivered,,1,False
ORD-03870,18,10,607,2025-08-29,13,14.05,90,104,Delivered,,1,True
ORD-03871,24,9,703,2025-12-03,16,6.4,90,36,Delivered,,1,False
ORD-03872,13,5,312,2024-11-07,14,13.64,75,72,Delivered,,1,False
ORD-03873,37,10,591,2025-08-13,14,5.91,90,34,Delivered,,1,False
ORD-03874,30,1,212,2024-07-30,13,19.54,75,143,Delivered,,1,True
ORD-03875,36,9,726,2025-12-26,18,14.32,90,60,Delivered,,1,False
ORD-03876,34,11,23,2024-01-23,15,19.39,75,176,Delivered,,1,True
ORD-03877,5,6,453,2025-03-28,8,11.36,90,97,Delivered,,1,True
ORD-03878,12,6,496,2025-05-10,13,16.25,90,68,Delivered,,1,False
ORD-03879,25,1,518,2025-06-01,15,5.14,75,49,Failed,6.0,1,
ORD-03880,9,7,101,2024-04-10,18,12.68,90,55,Delivered,,1,False
ORD-03881,30,11,698,2025-11-28,13,14.45,75,122,Delivered,,1,True
ORD-03882,12,7,148,2024-05-27,8,15.44,90,38,Delivered,,1,False
ORD-03883,1,10,468,2025-04-12,12,21.21,90,131,Delivered,,1,True
ORD-03884,30,6,179,2024-06-27,12,14.44,90,84,Delivered,,1,False
ORD-03885,8,8,243,2024-08-30,13,4.8,90,19,Delivered,,1,False
ORD-03886,9,8,408,2025-02-11,11,15.06,90,87,Delivered,,1,False
ORD-03887,5,2,321,2024-11-16,13,9.34,75,54,Delivered,,1,False
ORD-03888,36,3,131,2024-05-10,11,18.18,75,54,Delivered,,1,False
ORD-03889,26,3,140,2024-05-19,12,10.74,75,54,Delivered,,1,False
ORD-03890,39,8,322,2024-11-17,12,12.7,90,43,Delivered,,1,False
ORD-03891,4,12,571,2025-07-24,18,12.09,75,117,Delivered,,1,True
ORD-03892,24,5,676,2025-11-06,18,2.62,75,15,Delivered,,1,False
ORD-03893,23,11,73,2024-03-13,11,3.37,75,28,Delivered,,1,False
ORD-03894,3,6,308,2024-11-03,12,9.35,90,40,Failed,8.0,1,
ORD-03895,10,3,86,2024-03-26,17,20.91,75,119,Delivered,,1,True
ORD-03896,1,12,15,2024-01-15,14,14.61,75,87,Failed,5.0,1,
ORD-03897,15,12,498,2025-05-12,18,14.36,75,55,Delivered,,1,False
ORD-03898,4,8,453,2025-03-28,10,17.15,90,106,Delivered,,1,True
ORD-03899,31,3,134,2024-05-13,13,11.95,75,77,Delivered,,1,True
ORD-03900,21,12,187,2024-07-05,18,20.12,75,119,Delivered,,2,True
ORD-03901,34,3,22,2024-01-22,10,21.93,75,97,Delivered,,1,True
ORD-03902,16,2,630,2025-09-21,10,8.15,75,29,Failed,7.0,1,
ORD-03903,35,6,718,2025-12-18,8,16.76,90,70,Delivered,,2,False
ORD-03904,4,2,113,2024-04-22,10,16.48,75,161,Delivered,,1,True
ORD-03905,40,3,186,2024-07-04,17,2.49,75,16,Delivered,,1,False
ORD-03906,6,6,655,2025-10-16,10,15.82,90,108,Delivered,,1,True
ORD-03907,3,12,691,2025-11-21,12,15.17,75,107,Delivered,,1,True
ORD-03908,29,1,323,2024-11-18,17,9.17,75,108,Delivered,,2,True
ORD-03909,28,10,45,2024-02-14,11,7.05,90,38,Failed,2.0,2,
ORD-03910,6,9,36,2024-02-05,14,9.29,90,55,Delivered,,1,False
ORD-03911,21,12,431,2025-03-06,11,14.89,75,83,Delivered,,1,True
ORD-03912,37,9,308,2024-11-03,13,14.87,90,55,Delivered,,1,False
ORD-03913,14,7,26,2024-01-26,12,5.2,90,19,Delivered,,1,False
ORD-03914,31,2,438,2025-03-13,12,14.65,75,110,Failed,2.0,1,
ORD-03915,33,3,10,2024-01-10,20,16.31,75,93,Delivered,,1,True
ORD-03916,35,2,594,2025-08-16,10,21.25,75,79,Delivered,,1,True
ORD-03917,5,1,243,2024-08-30,11,12.81,75,104,Failed,8.0,1,
ORD-03918,40,7,36,2024-02-05,11,5.62,90,24,Failed,2.0,1,
ORD-03919,14,12,442,2025-03-17,12,12.28,75,58,Delivered,,1,False
ORD-03920,16,6,310,2024-11-05,17,2.48,90,15,Delivered,,1,False
ORD-03921,4,7,717,2025-12-17,17,8.39,90,28,Delivered,,1,False
ORD-03922,28,8,405,2025-02-08,10,8.14,90,25,Delivered,,1,False
ORD-03923,17,5,219,2024-08-06,19,20.98,75,103,Delivered,,1,True
ORD-03924,20,3,535,2025-06-18,11,18.2,75,110,Delivered,,1,True
ORD-03925,20,7,216,2024-08-03,18,20.02,90,71,Delivered,,2,False
ORD-03926,29,5,680,2025-11-10,16,11.58,75,78,Delivered,,1,True
ORD-03927,40,6,295,2024-10-21,12,13.12,90,93,Delivered,,1,True
ORD-03928,11,4,410,2025-02-13,14,4.48,75,22,Delivered,,1,False
ORD-03929,39,1,45,2024-02-14,13,11.53,75,54,Delivered,,1,False
ORD-03930,21,2,326,2024-11-21,8,9.61,75,61,Delivered,,1,False
ORD-03931,2,11,628,2025-09-19,20,18.45,75,145,Delivered,,1,True
ORD-03932,7,2,607,2025-08-29,20,8.64,75,83,Delivered,,1,True
ORD-03933,25,2,180,2024-06-28,14,14.79,75,101,Delivered,,2,True
ORD-03934,29,11,182,2024-06-30,12,11.61,75,108,Delivered,,1,True
ORD-03935,11,11,617,2025-09-08,8,21.52,75,208,Delivered,,1,True
ORD-03936,15,6,694,2025-11-24,17,8.85,90,45,Delivered,,1,False
ORD-03937,6,11,82,2024-03-22,10,8.18,75,49,Delivered,,1,False
ORD-03938,9,3,339,2024-12-04,12,1.93,75,15,Delivered,,1,False
ORD-03939,37,6,267,2024-09-23,18,20.79,90,217,Failed,3.0,1,
ORD-03940,4,2,657,2025-10-18,11,13.09,75,59,Failed,1.0,1,
ORD-03941,12,6,73,2024-03-13,19,2.01,90,15,Delivered,,1,False
ORD-03942,38,5,170,2024-06-18,12,4.49,75,26,Delivered,,1,False
ORD-03943,3,8,568,2025-07-21,11,14.69,90,51,Delivered,,1,False
ORD-03944,29,12,46,2024-02-15,10,4.73,75,37,Delivered,,1,False
ORD-03945,36,1,362,2024-12-27,19,19.97,75,149,Delivered,,1,True
ORD-03946,24,11,334,2024-11-29,8,8.65,75,100,Delivered,,1,True
ORD-03947,5,1,264,2024-09-20,8,7.87,75,80,Delivered,,1,True
ORD-03948,40,4,309,2024-11-04,19,16.85,75,123,Delivered,,1,True
ORD-03949,14,12,393,2025-01-27,18,10.18,75,64,Failed,2.0,2,
ORD-03950,14,7,132,2024-05-11,9,2.09,90,15,Delivered,,1,False
ORD-03951,19,2,430,2025-03-05,9,20.57,75,142,Delivered,,1,True
ORD-03952,7,4,607,2025-08-29,20,3.22,75,27,Delivered,,1,False
ORD-03953,40,3,573,2025-07-26,19,7.01,75,31,Delivered,,1,False
ORD-03954,16,6,127,2024-05-06,15,7.59,90,45,Delivered,,2,False
ORD-03955,4,7,123,2024-05-02,19,11.57,90,56,Delivered,,1,False
ORD-03956,1,11,214,2024-08-01,8,7.99,75,83,Delivered,,1,True
ORD-03957,36,1,284,2024-10-10,9,5.09,75,39,Delivered,,1,False
ORD-03958,31,5,316,2024-11-11,9,15.11,75,79,Delivered,,1,True
ORD-03959,31,9,512,2025-05-26,11,11.37,90,62,Failed,1.0,1,
ORD-03960,14,11,51,2024-02-20,10,18.96,75,117,Delivered,,1,True
ORD-03961,38,12,31,2024-01-31,19,4.55,75,27,Delivered,,1,False
ORD-03962,2,1,307,2024-11-02,12,16.66,75,97,Delivered,,1,True
ORD-03963,11,6,525,2025-06-08,11,20.38,90,129,Delivered,,2,True
ORD-03964,32,4,157,2024-06-05,20,11.37,75,71,Delivered,,1,False
ORD-03965,26,3,483,2025-04-27,11,8.23,75,35,Delivered,,1,False
ORD-03966,12,10,207,2024-07-25,9,20.28,90,165,Delivered,,1,True
ORD-03967,37,12,669,2025-10-30,16,20.5,75,125,Delivered,,1,True
ORD-03968,20,6,675,2025-11-05,17,6.27,90,45,Failed,2.0,1,
ORD-03969,37,1,236,2024-08-23,15,7.94,75,69,Delivered,,1,False
ORD-03970,3,6,185,2024-07-03,11,14.22,90,111,Delivered,,1,True
ORD-03971,35,9,318,2024-11-13,18,16.58,90,84,Delivered,,1,False
ORD-03972,1,3,192,2024-07-10,18,2.16,75,15,Delivered,,2,False
ORD-03973,9,10,506,2025-05-20,18,12.43,90,102,Delivered,,1,True
ORD-03974,22,8,624,2025-09-15,12,2.58,90,15,Delivered,,1,False
ORD-03975,36,9,507,2025-05-21,13,14.59,90,76,Delivered,,1,False
ORD-03976,12,2,622,2025-09-13,10,20.3,75,109,Delivered,,1,True
ORD-03977,28,5,310,2024-11-05,10,12.68,75,90,Delivered,,1,True
ORD-03978,16,7,128,2024-05-07,15,12.52,90,36,Delivered,,1,False
ORD-03979,1,12,556,2025-07-09,10,20.05,75,139,Delivered,,1,True
ORD-03980,12,2,284,2024-10-10,11,20.14,75,104,Delivered,,1,True
ORD-03981,39,3,506,2025-05-20,8,12.25,75,65,Delivered,,1,False
ORD-03982,23,3,215,2024-08-02,11,3.78,75,29,Delivered,,1,False
ORD-03983,12,4,71,2024-03-11,12,5.25,75,34,Failed,3.0,1,
ORD-03984,11,2,728,2025-12-28,12,5.46,75,24,Delivered,,1,False
ORD-03985,8,9,128,2024-05-07,14,15.48,90,83,Delivered,,1,False
ORD-03986,24,10,725,2025-12-25,9,10.26,90,101,Delivered,,1,True
ORD-03987,33,7,719,2025-12-19,10,12.14,90,41,Delivered,,1,False
ORD-03988,36,2,599,2025-08-21,16,2.78,75,19,Delivered,,1,False
ORD-03989,30,12,496,2025-05-10,20,5.13,75,25,Delivered,,1,False
ORD-03990,7,7,434,2025-03-09,14,17.97,90,52,Delivered,,1,False
ORD-03991,22,4,654,2025-10-15,13,12.31,75,47,Delivered,,1,False
ORD-03992,39,4,229,2024-08-16,9,17.07,75,82,Delivered,,1,True
ORD-03993,10,9,348,2024-12-13,18,19.05,90,149,Delivered,,1,True
ORD-03994,33,5,466,2025-04-10,12,14.8,75,79,Delivered,,1,True
ORD-03995,4,11,318,2024-11-13,9,12.76,75,129,Failed,3.0,1,
ORD-03996,31,3,326,2024-11-21,8,20.12,75,97,Delivered,,1,True
ORD-03997,40,5,261,2024-09-17,13,7.95,75,43,Delivered,,1,False
ORD-03998,15,3,423,2025-02-26,15,10.43,75,38,Delivered,,2,False
ORD-03999,18,11,642,2025-10-03,10,11.63,75,135,Delivered,,1,True
ORD-04000,34,12,163,2024-06-11,9,8.94,75,56,Delivered,,1,False
ORD-04001,24,10,696,2025-11-26,14,19.5,90,199,Delivered,,1,True
ORD-04002,9,12,519,2025-06-02,14,13.46,75,68,Failed,8.0,1,
ORD-04003,4,5,621,2025-09-12,19,15.97,75,83,Failed,1.0,1,
ORD-04004,9,12,416,2025-02-19,12,4.44,75,25,Delivered,,1,False
ORD-04005,9,12,588,2025-08-10,18,2.43,75,19,Delivered,,1,False
ORD-04006,13,1,15,2024-01-15,18,12.59,75,136,Delivered,,2,True
ORD-04007,4,7,618,2025-09-09,11,17.73,90,94,Failed,8.0,1,
ORD-04008,4,6,36,2024-02-05,16,10.5,90,114,Failed,4.0,1,
ORD-04009,30,8,672,2025-11-02,12,2.95,90,15,Delivered,,1,False
ORD-04010,40,9,727,2025-12-27,11,15.58,90,104,Delivered,,2,True
ORD-04011,39,2,233,2024-08-20,12,13.49,75,49,Delivered,,1,False
ORD-04012,5,8,170,2024-06-18,11,8.31,90,25,Delivered,,1,False
ORD-04013,11,10,577,2025-07-30,16,12.2,90,78,Delivered,,1,False
ORD-04014,2,5,202,2024-07-20,11,5.73,75,29,Delivered,,1,False
ORD-04015,18,2,653,2025-10-14,14,5.68,75,33,Failed,3.0,1,
ORD-04016,13,2,88,2024-03-28,12,3.12,75,26,Delivered,,1,False
ORD-04017,24,7,106,2024-04-15,14,2.14,90,15,Delivered,,1,False
ORD-04018,27,7,720,2025-12-20,13,12.77,90,48,Delivered,,1,False
ORD-04019,3,7,507,2025-05-21,11,2.09,90,15,Delivered,,1,False
ORD-04020,6,10,639,2025-09-30,13,18.69,90,134,Delivered,,1,True
ORD-04021,4,5,256,2024-09-12,14,4.19,75,26,Delivered,,1,False
ORD-04022,17,5,509,2025-05-23,15,15.28,75,49,Delivered,,1,False
ORD-04023,26,4,446,2025-03-21,15,19.03,75,131,Delivered,,1,True
ORD-04024,15,10,453,2025-03-28,12,18.93,90,144,Delivered,,1,True
ORD-04025,39,7,514,2025-05-28,10,16.77,90,52,Delivered,,1,False
ORD-04026,11,7,432,2025-03-07,10,15.41,90,53,Delivered,,1,False
ORD-04027,6,5,327,2024-11-22,19,15.08,75,62,Delivered,,1,False
ORD-04028,27,11,220,2024-08-07,10,9.21,75,128,Delivered,,1,True
ORD-04029,36,12,579,2025-08-01,11,1.85,75,15,Delivered,,1,False
ORD-04030,33,9,182,2024-06-30,15,21.07,90,101,Delivered,,1,True
ORD-04031,32,10,521,2025-06-04,19,21.88,90,154,Failed,1.0,1,
ORD-04032,27,3,187,2024-07-05,15,18.45,75,101,Delivered,,1,True
ORD-04033,6,11,471,2025-04-15,14,10.64,75,81,Delivered,,1,True
ORD-04034,15,4,563,2025-07-16,14,7.01,75,36,Delivered,,1,False
ORD-04035,9,12,176,2024-06-24,19,9.26,75,73,Delivered,,1,False
ORD-04036,12,6,54,2024-02-23,15,18.17,90,105,Delivered,,1,True
ORD-04037,15,4,109,2024-04-18,11,5.88,75,35,Delivered,,1,False
ORD-04038,3,12,456,2025-03-31,11,15.24,75,112,Delivered,,1,True
ORD-04039,24,11,641,2025-10-02,13,1.83,75,24,Failed,3.0,1,
ORD-04040,18,6,40,2024-02-09,17,14.24,90,86,Delivered,,1,False
ORD-04041,37,11,554,2025-07-07,11,10.37,75,93,Delivered,,1,True
ORD-04042,26,10,269,2024-09-25,16,6.71,90,42,Delivered,,1,False
ORD-04043,18,12,354,2024-12-19,16,18.16,75,153,Delivered,,1,True
ORD-04044,22,4,693,2025-11-23,12,13.62,75,55,Delivered,,1,False
ORD-04045,37,8,262,2024-09-18,20,10.26,90,71,Delivered,,1,False
ORD-04046,39,9,347,2024-12-12,12,12.98,90,45,Delivered,,2,False
ORD-04047,6,3,12,2024-01-12,12,14.03,75,73,Failed,1.0,1,
ORD-04048,1,10,72,2024-03-12,12,18.52,90,131,Delivered,,1,True
ORD-04049,20,9,206,2024-07-24,9,15.07,90,66,Delivered,,1,False
ORD-04050,26,10,25,2024-01-25,10,8.92,90,72,Delivered,,1,False
ORD-04051,37,7,475,2025-04-19,12,19.18,90,59,Delivered,,1,False
ORD-04052,8,4,326,2024-11-21,8,4.72,75,24,Delivered,,1,False
ORD-04053,9,4,409,2025-02-12,12,8.79,75,67,Delivered,,1,False
ORD-04054,8,5,142,2024-05-21,10,21.31,75,90,Delivered,,1,True
